likes_list,Comments_list,Caption_list,hashtags_list,date_list,url_list
176,1,"Join us tomorrow for pumpkin painting!🎃🎨🖌 #HappyFall #GVSUCAB 

🗓Oct. 17
⏰6:30 - 7:30 p.m.
📍Kirkhof Center 2215/2216 

DM or email us at cab@gvsu.edu with any questions!","['happyfall', 'gvsucab']",2022-10-16 17:04:44,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/311598422_805624010489179_5194917520582049701_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=GbunT-5XwFMAX9ZI3cV&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBIZNohCXWv3w20PXADc9L9_jjzVRh8AMyOgmXS_XUWqA&oe=6433A527&_nc_sid=86f79a
120,0,"HAPPY HOMECOMING WEEK, LAKERS!💙⚓️⬆️ To kickoff the start of Homecoming, come out to the Lip Sync Battle tomorrow at 7 p.m. in the Fieldhouse Arena. All and everyone is welcomed to attend and support the teams competing for first place! This years theme is Y2K - each team will be performing to a Y2K artist. 

We cannot wait to see you there! We even have special guest performers tomorrow, so you better come check it out!👀

Feel free to DM or email us at cab@gvsu.edu with any questions! #GVSUCAB",['gvsucab'],2022-10-15 23:47:00,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/308716696_521607149787749_7687917271736539437_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=105&_nc_ohc=RV-AJg7CmLgAX_Ub63u&edm=APU89FABAAAA&ccb=7-5&oh=00_AfC44bkcUWcV3ZWH_CT5R8duXqMa-Bduww1H10NuP_Sh2A&oe=64333B25&_nc_sid=86f79a
442,3,"We hope all 1,700 humans, ghouls, and goblins had a gourd ol’ time at the Haunted Arboretum! We would love to see your pictures - use the hashtag #HauntedArboretum and tag @gvsucab in your photos!🎃👻🕷

Tomorrow starts Homecoming Week and we are kicking it off with the Lip Sync Battle at 7 p.m. at the Fieldhouse. Come cheer on the performing teams and see what team takes home the gold! #GVSUCAB

📸: @promotionsoffice","['hauntedarboretum', 'gvsucab']",2022-10-15 18:43:44,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/311819144_4402694159855864_1192496237563986151_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=108&_nc_ohc=xpcYvDsGn6sAX9lCgpA&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBr32bxlrLKgxFaqcu5tY68k_SnYPOp9OiVLMKT2TonBw&oe=6433DA73&_nc_sid=86f79a
259,0,"Homecoming is around the corner. Check out all of our events, and for a full list of events head to the link in our bio for more! #GVSUCAB 📣💙",['gvsucab'],2022-10-13 17:02:24,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/311597633_805970483859218_6354935641861698652_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=wrK3XNfexIIAX8hAFiJ&edm=APU89FABAAAA&ccb=7-5&oh=00_AfB8uPCBICHJ91alg2qsdhyDGvGBCYW9ecfT3B2A5VhDnQ&oe=64332578&_nc_sid=86f79a
517,20,"SAVE THE DATE FOR FALL CONCERT!🎤#GVFallConcert22 

We are excited to bring back a fall concert! Clues for the artist will be dropped in the future, so stay tuned. Who do you think it is?👀

Head to the link in our bio for more detail!

NOTE: This does not replace spring concert, it is an addition!",['gvfallconcert22'],2022-10-12 16:18:19,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/311596869_157602426893238_7476431935114231893_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=106&_nc_ohc=7fjw0UB42PMAX8x4n8H&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDKX9n3OvcPbtsQDFYIv6kBBYllcvB5bh-nywoJE83aEA&oe=64326F64&_nc_sid=86f79a
247,2,"Haunted Arboretum is around the corner and we have some special words from the spookiest host to tell you more about it 👻🎃 #GVSUCAB

Don’t forget to complete the liability waiver upon entering the arboretum - head to the link in our bio to fill the waiver out. Please show completed waiver at the check-in table at the event.

🗓 Oct. 13 & 14
⏱ 7:30 - 10 p.m.
📍Arboretum

Feel free to DM or email us at cab@gvsu.edu with any questions!",['gvsucab'],2022-10-11 22:12:17,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/311108786_773838547241138_7663308840540762673_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=cIIU4xp2zjwAX92LsrB&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAVO32KaPoNR1G4_IRSJyeAU6GCLkr5kruGNz1YZwLPlw&oe=642FAEB7&_nc_sid=86f79a
352,2,"Meet your 2022 Homecoming Royalty Court! These individuals are learners who represent the GVSU community and emulate what it means to be a Laker. Voting for your 2022 Homecoming Royal closes Wednesday, October 19 at noon. Only GVSU faculty, staff, and students can vote once for a candidate. Head to the link in our bio to vote! 💙⚓️⬆️ #GVSUCAB 

🔹Homecoming Royalty Court Candidates are listed alphabetically by last name.
🔹Voting counts as one-third of their overall score. Royal selection is based on three categories: formal interview, voting, and participation in Homecoming events.

DM or email us at cab@gvsu.edu with any questions.",['gvsucab'],2022-10-10 15:15:11,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/310551754_143366101469028_6036447587862705338_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=100&_nc_ohc=zshxprQIX_UAX8r0XP2&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCDOQbuGokC9eZsAHZsOxZtlvuT8ILqO6OusTNffy5J2g&oe=64322C9D&_nc_sid=86f79a
301,0,"Are you up for the challenge?👀👻🕷

Join us on Thursday, October 13 and Friday, October 14 from 7:30 - 10 p.m. in the Arboretum for a ~frightening~ night full of scares, laughs, and memories! All participants must sign the liability waiver upon entering the arboretum - head to the link in our bio to fill the waiver out. Please show completed waiver at the check-in table at the event. #GVSUCAB #HauntedArboretum 

🗓 Oct. 13 & 14
⏱ 7:30 - 10 p.m.
📍Arboretum

Feel free to DM or email us at cab@gvsu.edu with any questions!","['gvsucab', 'hauntedarboretum']",2022-10-09 22:33:24,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/311059514_1504372263337210_7628552432239353223_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=110&_nc_ohc=9f312wtlyoEAX9P7tKZ&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCmSOCoVpbl1bysjpp6B-DZcqRluNI9-HhVuZRCs6O5Pw&oe=643231D4&_nc_sid=86f79a
193,0,"The 2022 Lip Sync Battle is Sunday, October 16 at 7 p.m. in the Fieldhouse Arena!💙🎤🕺

Team registration is open until this Thursday, October 6. TEAM REGISTRATION LINK IN BIO!

Lip Sync Info:
Lip sync is a competition between teams as they perform, lip-sync, and dance to a selected theme. Teams are made up of 10-20 individuals, and performances range from 4-5 minutes. Team registration is now open until Thursday, October 6. Teams do NOT need to know all of their participants at this time - one member of the team, the Team Captain, will indicate a team is being formed. Themes for the lip sync battle will be revealed at the launch party on Friday, October 7. 

DM or email is at cab@gvsu.edu with any questions! #GVSUCAB",['gvsucab'],2022-10-04 17:48:23,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/310507859_115450367985156_435960617362481624_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=100&_nc_ohc=5yovQbkZCSkAX-vVhf8&edm=APU89FABAAAA&ccb=7-5&oh=00_AfABydJ7G7gg8w8-n_jgwjTdFePkoHCJ4iu_1JLR2tSKGA&oe=642FE8A9&_nc_sid=86f79a
115,0,"Lucky? or Hungry? 

Join CAB this Thursday September 29 from 6—8 p.m. on the main level of Kirkhof Center, in Crave (Subway and Panda Express area) as we play Grocery Bingo. Have a chance to win and choose from a multitude of groceries basket prizes which could fill your fridge and cabinets. #GVSUCAB
•
•
•
#bingo #grocerybingos #gv #grocery #fun #bingogames #bingostory #games #love #bingochallenge #instagram #bingonight #gvsu #music","['gvsucab', 'bingo', 'grocerybingos', 'gv', 'grocery', 'fun', 'bingogames', 'bingostory', 'games', 'love', 'bingochallenge', 'instagram', 'bingonight', 'gvsu', 'music']",2022-09-27 22:50:12,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/309021025_1260405851374653_6358205415022265476_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=109&_nc_ohc=5m0NUc2TBL8AX85Qd3I&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCup5ENmJWf5bpASEnXd5hS4csW1t8EPOBmxW9vGzYcMA&oe=64322343&_nc_sid=86f79a
240,0,"Let’s be frank, there’s no better way to to celebrate a GV football game than tailgating with family & friends. 🏈⚓️💙 #GVSUCAB

Don’t forget to submit Homecoming Royal nominations💙💙💙

📸: @promotionsoffice",['gvsucab'],2022-09-26 16:14:17,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/308683563_3024260011211644_151016650808551897_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=104&_nc_ohc=WGtvQLQ-aVcAX-HJNcM&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAlxidNtg1Py2YKE2j8Byiv2_o6-WWrErj6Xj4-YQqJpA&oe=64324EE6&_nc_sid=86f79a
279,5,"Shoutout to the all Business Owners on our campus who advertised and sold their merchandise to students and families at the Student Small Business Market. We support you and your business! 🗃💙 #GVSUCAB

📸: @promotionsoffice",['gvsucab'],2022-09-26 13:33:51,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/309268221_764674221305263_7772742527322546344_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=BPMqnheAn10AX_nX6P2&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCT-pDWokn8xaO3LZomk33XVp5fODlA1f6RFSBoSLTMhw&oe=64325833&_nc_sid=86f79a
351,0,"President Philly’s Phlipping Phlapjacks was full of Phlipping, Phreaking excitement and pancakes for all to endure 🥞💙#GVSUCAB

📸: @promotionsoffice",['gvsucab'],2022-09-23 14:14:43,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/307980059_138097292272627_5606964318322156307_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=k8Lxb-YU3J4AX-O9JyF&edm=APU89FABAAAA&ccb=7-5&oh=00_AfD5lcQTifWOmmZqK6VVcKz13ozYtehBdHhyxMZp4eoA8w&oe=6432345D&_nc_sid=86f79a
146,0,"Dueling Pianos was the “key” to our Family Weekend events last week, and next year we’ll hit even higher “notes” 🎹⚓️💙 #GVSUCAB",['gvsucab'],2022-09-23 01:02:41,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/308470302_885449152434574_3713443228792423427_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=110&_nc_ohc=NpYflTzZESQAX85sgop&edm=APU89FABAAAA&ccb=7-5&oh=00_AfArmXb5KMZQVGWPIbYCGEeQqzLy1IGRsgZ6_ZE2W_pg7w&oe=64321524&_nc_sid=86f79a
121,3,"LIP SYNC IS BACK!🎤🕺💙

Lip sync is a competition between teams as they perform, lip-sync, and dance to a selected theme. Teams are made up of 10-20 individuals, and performances range from 4-5 minutes. Team registration is now open until Thursday, October 6. Teams do NOT need to know all of their participants at this time - one member of the team, the Team Captain, will indicate a team is being formed. Themes for the lip sync battle will be revealed at the launch party on Friday, October 7. 

TEAM REGISTRATION LINK IN BIO!

DM or email us at cab@gvsu.edu with any questions! #GVSUCAB",['gvsucab'],2022-09-21 19:20:00,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/308015757_1499801800465899_8599812306874482267_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=103&_nc_ohc=pz4O8QVAoW0AX_lmuyW&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCeboMjYlFPGXZTExenQzv3p6IiSuWsFA8ktl3wGEp4-A&oe=6433C20D&_nc_sid=86f79a
203,1,"EDIT: Nominations close Friday, September 30 at 11:59 a.m.

Do you know a Grand Valley student that emulates what it means to be a Laker? Homecoming 2022 Royalty nominations are now open until Friday, September 30 at 11:59 a.m. Homecoming Royalty candidates must be enrolled full-time (12+ credits), third or fourth year class standing (55+ credits), and in accordance with the institution’s policies. Nominators can nominate multiple individuals but cannot nominate themselves.

Homecoming Royalty selection is based on three categories: formal interview, voting, and participation in Homecoming events.

The 2022 Homecoming Royal will be announced at the Homecoming football game on Saturday, October 22.

The 2022 Homecoming Royal will receive a $500 scholarship toward their academics. 

NOMINATION LINK IN BIO! 

DM or email us at cab@gvsu.edu with any questions.💙⚓️⬆️ #GVSUCAB",['gvsucab'],2022-09-21 16:56:06,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/307809510_647003800187124_6761159045232132623_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=100&_nc_ohc=odyLSy-n53cAX-G0Cgz&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCOCO9d0PlOYWiOZ31Ab4ucjALfdFZZcD1YfJJrMKKYfA&oe=64339DFC&_nc_sid=86f79a
267,0,"Hey Lakers! Our Kickoff Party took off last week! It was a Blast 💥 We’ll be posting more family photos throughout the rest of this week!🏈⚓️💙#GVSUCAB

📸: @promotionsoffice",['gvsucab'],2022-09-20 16:29:34,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/307977699_1170905607165086_4353117027415200848_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=CVv9fHY9NTwAX8i3sll&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBhmogs9K02rMWRoQhyO-UQELN_x5862NC2037cFF-06A&oe=6432F24C&_nc_sid=86f79a
311,3,"Happy Monday, Lakers! We hope you have a groovy day!🪩🎧🕺#GVSUCAB

📸: @promotionsoffice",['gvsucab'],2022-09-19 13:39:30,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/307307046_1175030743225438_712729438833637824_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=110&_nc_ohc=x-0cq5Ql8n4AX9E3V8E&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDgd0xDMO3IrmEPjo-Nhc1j1cz6s8cxw35SgT8D8zbDJg&oe=64326813&_nc_sid=86f79a
137,0,"Join us this weekend for Family Weekend 2022. Check out the CAB events happening on Saturday. For a full list of events, go to gvsu.edu/familyweekend or to the link in our bio. We cannot wait to see all the Laker Families!💙⬆️⚓️ #GVSUCAB #GVSUFamilyWeekend 

NOTE: Pancake Breakfast will be while supplies last!

If you have questions, please DM or email us at cab@gvsu.edu","['gvsucab', 'gvsufamilyweekend']",2022-09-15 18:01:14,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/306869165_566650778482978_3543325518602539568_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=110&_nc_ohc=hT2wZypcFrUAX85bpfZ&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAQvLcQVmXVYU3JDYvbF-IJsBuqW84jrONReIfPnkgPUg&oe=6433443D&_nc_sid=86f79a
164,0,"For me, I really like Family Weekend.
What do you like about Family Weekend?
IT’S FAMILY WEEKEND!

Join us this weekend for Family Weekend 2022. Check out the CAB events happening on Friday. For a full list of events, go to gvsu.edu/familyweekend or to the link in our bio. We cannot wait to see all the Laker Families!💙⬆️⚓️ #GVSUCAB #GVSUFamilyWeekend 

If you have questions, please DM or email us at cab@gvsu.edu","['gvsucab', 'gvsufamilyweekend']",2022-09-15 00:13:36,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/306584416_576533577592569_415496067444260297_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=109&_nc_ohc=NQ6gif1-Y4YAX8M1e-Y&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAcpYLSP36sz4Ni_h0NvMo3SUoAbafDL-MYyrxhXUIISg&oe=64336FE3&_nc_sid=86f79a
256,0,"Dad and mom jokes up ahead. Join us September 16-17 for Family Weekend! A full schedule of laughter, fun, and family events awaits. We’re so excited to see all our Laker’s families! Make sure you RSVP to the events with the link in our bio. #GVSUCAB 
#LittleLakers #WeWantLouie

NOTE: The Student Small Business is now at at the North Kindschi Lawn and Colonnade.

If you have questions, DM or email us at cab@gvsu.edu","['gvsucab', 'littlelakers', 'wewantlouie']",2022-09-09 16:10:18,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/305954536_843626640146879_7728633520468729669_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=4jWjP_zdlJ4AX9TpVHp&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBI7hBGhZ5VJbGKksjCx_eDiALcRPanSwq3sSjqRCvN-Q&oe=6432C879&_nc_sid=86f79a
219,0,"It’s time to rock out to your favorite music! Join us this Friday, September 9th from 9 p.m. - 12 a.m. to dance the night away. Each DJ has their own unique style and you can choose which you listen to through wireless headphones🎧🪩💙 #GVSUCAB 

Must have a valid ID to receive headphones for the event.",['gvsucab'],2022-09-07 15:36:33,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/305492634_830070961602291_4137395254482603664_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=103&_nc_ohc=Qw3FuInbNDkAX-AJLsA&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAvmLV8NsqvblcBKZEZ-JS1rhiqUTOPgSQb04njVPCQhQ&oe=6433575D&_nc_sid=86f79a
219,1,"The CAB Leadership Team and Directors had their first annual retreat! This team spent the weekend training, bonding, and planning events for the academic year. Thank you to CAB’s advisors for planning a fun weekend!💙⚓️⬆️ #GVSUCAB 

If interested in joining CAB, come out to our first meeting this Tuesday, September 6 from 9 - 10 p.m. in Kirkhof Center 0008. We hope to see you there!",['gvsucab'],2022-09-03 22:35:03,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/303868474_457026176472958_8379813277728880264_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=110&_nc_ohc=ePB0_q4mAKEAX_CUoYd&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCCWem3nXjP-u0j0w7yVppybrX3da8j6fVc9mONYSNc8A&oe=6432A5D1&_nc_sid=86f79a
122,0,"Interested in planning events? CAB meetings are Tuesdays from 9-10 p.m. in Kirkhof Center 0008. Everyone is welcomed and you can join at any time of the year. The first meeting is Tuesday, September 6 - we hope to see you there!💙⚓️⬆️ #GVSUCAB 

Feel free to DM or email us at cab@gvsu.edu with any questions!",['gvsucab'],2022-09-01 16:35:19,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/304877386_494479182518284_5015084326442312837_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=104&_nc_ohc=ChELnejwRcEAX_QB3SK&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDmpYb-Gz1vK4IkbLXOYrhIbVYXhGBHktJg0UFw0OdHhQ&oe=64329CCC&_nc_sid=86f79a
294,33,"SAVE THE DATE FOR SILENT DISCO!

We will be selecting one person to win CAB swag: a mug, fanny pack, and blanket. Winner will be announced Wednesday, September 7. Must tag a Laker who should attend Silent Disco with you, follow @gvsucab, and repost this post to your story!",[],2022-08-31 19:44:23,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/301992211_784939379484522_817298497956709325_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=106&_nc_ohc=hW1CbmcZyhgAX_S5UkM&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDdUOzPGfopUEQy1S6ZUF7OMFHmo2KMelqTT0PQhjsZ1A&oe=6433F217&_nc_sid=86f79a
302,1,"Still thinking about Laker Kickoff! Let us know what your favorite part of the event was in the comments⬇️ #GVSUCAB 

📸: @promotionsoffice",['gvsucab'],2022-08-30 19:45:06,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/302468934_5420183918027267_1640005680001451608_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=EvLMtRea5sAAX-cBGtX&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAbYnTKFuLZ65_K_ntrGRDpuHgafTa9nkvcKXr2iJgP1w&oe=6432D7F4&_nc_sid=86f79a
310,2,"Do you have your own small business? Do you have an Etsy shop? Do you make something? Do you have a hobby like crafting or baking? This event may be perfect for you!

The Student Small Business Market connects students who make and sell products/services to students who want to buy. The market will be taking place on Allendale’s campus in Lot M/P (by the Laker Store) on Saturday, September 17th as part of Laker Family Weekend. Check-in for students selling will begin at 9:15 am, and the event itself will take place from 10am-2pm.

If you are interested in selling, please complete the form in our bio before Wednesday, September 7 to guarantee a spot. More details to come closer to the event date!",[],2022-08-30 15:31:00,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/301968485_1131263194409287_2367348687146148977_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=YC1QeZNpTa0AX_ILwTF&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBjR3xxZoQBN69mXy_B9gbz__2V3H3fm9c7rTAtbMFcgQ&oe=64339B01&_nc_sid=86f79a
634,0,"Happy first day of classes, Lakers!💙⚓️⬆️ #GVSUCAB 

Head to the link in the bio to download the photo booth pictures from Laker Kickoff. 

📸: @promotionsoffice",['gvsucab'],2022-08-29 14:10:59,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/302183831_390891303201381_759932800865860941_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=109&_nc_ohc=BiWyHS39kVIAX9rHp-s&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAT8flTo1AAXNPGCwzai5oE-BBWJwAVzY0jXDLokEZFBg&oe=6433241B&_nc_sid=86f79a
381,0,Nothing will tricera-top Movie on the Field because it was dino-mite!🦖 #GVSUCAB,['gvsucab'],2022-08-28 02:01:18,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/301385735_479462293754390_2643904574793355055_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=ram0WvNAblAAX_V7hrd&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDB79NdEUgDN2ZitqGlY_gk65cXwIcL1SKJhd7EIZgtzA&oe=64331C40&_nc_sid=86f79a
289,1,Thank you to everyone who came out to tie-dye today. We had such a fun time! Tag us in your pictures @gvsucab and use the hashtag #GVSUCAB! 💙⚓️⬆️,['gvsucab'],2022-08-25 22:49:24,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/301202806_980709956088230_1851321396577607988_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=2V_6YpVPQwkAX_MRfPY&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCslw81zsTo9GuJFBWVNyZPBsLFJL99JKg7ADtp1IEcVg&oe=6432405F&_nc_sid=86f79a
105,0,"Join us this Saturday, August 27 for the showing of Jurassic World: Dominion. To enjoy the movie, bring blankets and pillows! #GVSUCAB 

NOTE: Food and drinks will not be sold at the stadium.

DM or email us at cab@gvsu.edu with any questions!",['gvsucab'],2022-08-25 16:10:21,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/300983702_438488201581005_7860709540842580134_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=109&_nc_ohc=bep3S17vDFgAX_PiYqN&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDi08edR-uJyXsF2z3rsi3soqOLp3WmU84O9PoMCOE2lA&oe=6432BC68&_nc_sid=86f79a
239,0,"The KICKOFF of the semester is a couple of days away - this Friday, August 26! Please head to the link in our bio to fill out the liability waiver for Laker Kickoff. Participants will show the completed waiver to the check-in table (located near the clock tower) to receive a wristband for the event. Wristbands are required for participation! #GVSUCAB 

NOTE: Food trucks accept cash or credit! 

Feel free to DM or email us at cab@gvsu.edu with any questions!",['gvsucab'],2022-08-24 14:13:35,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/300744008_596295962127743_7611265479966789281_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=mBwWrGdqhdgAX9rADcN&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCQVBltfYPKuktN-meWFFmUVH97qEUJM3kwsFacFhKZJQ&oe=64339650&_nc_sid=86f79a
119,0,"Welcome Weekend Tie-Dye is this Thursday, August 25 from 3:30 - 5:30 p.m. by Zumberge Pond (Kirkhof Lawn). Bring your t-shirt from the class photo or we can supply! Supplies will be on a first come first serve basis. Be sure to tag @gvsucab in any pictures and use the hashtag #GVSUCAB

DM or email us at cab@gvsu.edu if you have any questions!",['gvsucab'],2022-08-23 15:43:41,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/300727119_845231363054449_5633778889738930111_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=101&_nc_ohc=j4AbKn8Ko5wAX8OL2P0&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDaEhv8WuFhpopaWDmYnfiMmhcQMyT0fEf2NCYIexDVWA&oe=64324477&_nc_sid=86f79a
236,1,We are so excited to see everyone at our Welcome Weekend events in a couple of days! Learn how to access your LakerLink Event Pass to have a smooth check in at CAB events. Have questions? Feel free to DM or email us a cab@gvsu.edu #GVSUCAB #LakerLink,"['gvsucab', 'lakerlink']",2022-08-22 18:58:58,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/300536347_617199806662428_5924858243763487651_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=100&_nc_ohc=0LhW5wAPC4gAX_YCMTZ&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAueNWzHd89kUtkCbhMtQB3GWn4-f4LInqERqLBkE8wlQ&oe=64335048&_nc_sid=86f79a
156,1,"EDIT: Pancake Breakfast starts at 8:30 a.m. on Saturday, September 17

Join us September 16 - 18, 2022 for Laker Family Weekend. For a full list of events, check out gvsu.edu/familyweekend #GVSUCAB #GVSUFamilyWeekend 

If you have questions, please DM or email us at cab@gvsu.edu","['gvsucab', 'gvsufamilyweekend']",2022-08-17 13:54:16,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/299945059_1812532275758642_5616604537750152023_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=G4BvdHNHV0AAX8S4w2E&edm=APU89FABAAAA&ccb=7-5&oh=00_AfB_0G8zRtDAvllFFTN4KmIxHq2fCAXSLcGLHfcLepiwmA&oe=642FC807&_nc_sid=86f79a
